Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Margin ($),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Hair/APDO,North America,Hair Dye,Elizabeth Arden,Bronzer,2463571,2636021.0,31,817166.51,7.000001217744489,13.618434890796985,0,7,6,15
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Fragrance,1317052,0.0,49,0.0,-100.0,0.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Tools,Frederic Malle,Fragrance,1601928,0.0,46,0.0,-100.0,0.0,-3,4,5,40
Skin/Body,Asia,Fragrance,Kilian,Lipstick,942939,1084379.8,31,336157.738,14.999994697430052,10.211238622870738,-5,15,5,40
Skin/Body,North America,Hair Dye,Frederic Malle,Mascara,2819124,3735739.6,57,2129371.5719999997,32.51419944635283,40.0,-3,4,5,40
Hair/APDO,South America,Hair Dye,Balmain,Lipstick,3588272,1005939.7,44,442613.468,-71.9659016930712,30.00000119291449,0,15,4,30
Hair/APDO,Asia,Tools,Balmain,Fragrance,2661088,3060251.2,41,1254702.992,15.000000000000014,14.026376672918909,0,15,4,30
Hair/APDO,North America,Tools,Kilian,Toner,4555447,5238764.1,30,1571629.2299999997,15.000001097587123,24.39686262988963,0,15,4,30
Hair/APDO,Asia,Fragrance,Aveda,Bronzer,4264455,4904123.3,50,2452061.65,15.000001172482769,26.089588383198475,0,15,4,30
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Bronzer,4404722,782953.73,44,344499.6412,-82.22467320298534,39.999999897822825,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Balmain,Toner,3675684,4227036.6,55,2324870.13,14.999999999999991,18.375285735501347,0,15,4,30
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Bronzer,2745854,2938063.8,46,1351509.348,7.0000007283708365,40.51928990065942,0,7,6,15
Skin/Body,North America,Hair Dye,Frederic Malle,Toner,4570211,4753019.4,46,2186388.924,3.9999991247668953,50.89240588396472,-3,4,5,40
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Mascara,4518365,3311779.2,52,1722125.1840000001,-26.704035641210922,40.0,-5,15,5,40
Hair/APDO,Europe,Hair Dye,Aveda,Bronzer,3400737,3910847.5,41,1603447.4749999999,14.999998529730462,20.0521638082118,0,15,4,30
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Mascara,3793705,3907516.1,40,1563006.4400000002,2.999998682027205,16.501031410507633,-1,3,7,14
Hair/APDO,North America,Hair Dye,Kilian,Lipstick,2373722,0.0,37,0.0,-100.0,0.0,0,15,4,30
Fragrance + Color Cosmetics,Asia,Hair Dye,Kilian,Mascara,2019603,2322543.5,51,1184497.185,15.000002475734098,60.00000051667493,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Tools,Bobbi Brown,Toner,4778384,4921735.5,43,2116346.265,2.9999995814484537,52.71368504525995,-1,3,7,14
Skin/Body,South America,Hair Dye,Elizabeth Arden,Lipstick,4613640,0.0,41,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Tools,Aveda,Fragrance,1366183,1947279.1,59,1148894.669,42.53427981463685,30.0000006162445,0,15,4,30
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Balmain,Toner,2620539,0.0,54,0.0,-100.0,0.0,-5,15,5,40
Skin/Body,North America,Hair Dye,Frederic Malle,Fragrance,817875,850590.0,50,425295.0,4.0000000000000036,9.107594116035282,-3,4,5,40
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Fragrance,2099908,2162905.2,51,1103081.652,2.9999980951546545,85.99999988071599,-1,3,7,14
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Toner,529725,566805.75,52,294738.99,7.000000000000006,9.366477968257035,0,7,6,15
Hair/APDO,Asia,Fragrance,Aveda,Mascara,3013024,5639172.9,55,3101545.0950000007,87.15990645942418,30.000000159597878,0,15,4,30
Skin/Body,South America,Fragrance,Bobbi Brown,Toner,4411146,1281086.5,39,499623.73500000004,-70.95796647855228,13.999999475445277,-1,3,7,14
Skin/Body,Europe,Tools,Elizabeth Arden,Toner,2149729,2300210.0,56,1288117.6,6.999998604475266,14.142999677224728,0,7,6,15
Skin/Body,Asia,Tools,Kilian,Bronzer,2181641,2508887.1,33,827932.743,14.999997708147216,60.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Kilian,Lipstick,4210388,4841946.2,31,1501003.3220000002,15.000000000000014,45.59885757112039,-5,15,5,40
Skin/Body,Asia,Face Make-Up,Balmain,Toner,3121038,3589193.7,34,1220325.8580000002,15.000000000000014,60.0,-5,15,5,40
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Toner,4368452,2570147.1,55,1413580.9050000003,-41.16572415125541,39.999999688733766,-3,4,5,40
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Bronzer,4601036,9193553.5,57,5240325.494999999,99.81485691483397,39.9999999129825,-3,4,5,40
Skin/Body,South America,Make Up Brushes,Aveda,Toner,3170308,3645854.2,53,1932302.7260000003,15.000000000000014,27.444628698994737,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Mascara,1794929,939309.91,59,554192.8469,-47.668687173698785,13.999999770469795,-1,3,7,14
Hair/APDO,South America,Make Up Brushes,Bobbi Brown,Toner,4307085,4436297.5,46,2040696.85,2.9999988391220533,54.81493767016775,-1,3,7,14
Hair/APDO,Europe,Tools,Bobbi Brown,Mascara,4183444,4308947.3,35,1508131.555,2.999999521925001,23.08014622825358,-1,3,7,14
Hair/APDO,Asia,Face Make-Up,Aveda,Bronzer,790998,909647.7,59,536692.1429999999,14.999999999999991,5.439790307797677,0,15,4,30
Skin/Body,South America,Fragrance,Frederic Malle,Bronzer,2944026,478597.6,46,220154.896,-83.74343161371537,40.0,-3,4,5,40
Hair/APDO,South America,Face Make-Up,Kilian,Bronzer,4084197,4696826.5,51,2395381.515,14.999998775769141,69.9999994038528,0,15,4,30
Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,4290328,4933877.2,55,2713632.4600000004,15.000000000000014,21.447981627099075,0,15,4,30
Skin/Body,Europe,Hair Dye,Balmain,Fragrance,3739536,4300466.4,40,1720186.5600000003,15.000000000000014,60.00000000000001,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Tools,Elizabeth Arden,Lipstick,4502713,4817902.9,56,2698025.6240000003,6.999999777911681,84.99999998235747,0,7,6,15
Hair/APDO,North America,Tools,Aveda,Bronzer,2849316,3276713.4,46,1507288.164,14.999999999999991,18.07623749280925,0,15,4,30
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Elizabeth Arden,Mascara,4434999,4745448.9,32,1518543.648,6.999999323562434,22.713078406998807,0,7,6,15
Skin/Body,Asia,Fragrance,Elizabeth Arden,Bronzer,3027419,3239338.3,41,1328128.7029999997,6.999999009056879,29.508154713926864,0,7,6,15
Skin/Body,South America,Make Up Brushes,Kilian,Bronzer,3071165,8494935.8,50,4247467.9,176.6030415168186,40.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Balmain,Bronzer,1467561,1687695.2,43,725708.936,15.000003407013395,14.812427937096162,-5,15,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Kilian,Fragrance,4421451,5084668.7,35,1779634.045,15.000001130850492,23.90690957807334,-5,15,5,40
Skin/Body,North America,Make Up Brushes,Balmain,Bronzer,1305113,2434534.7,47,1144231.3090000001,86.53823078921137,40.00000032860489,-5,15,5,40
Hair/APDO,North America,Tools,Bobbi Brown,Mascara,2103546,2166652.4,30,649995.72,3.0000009507755054,42.411643259745205,-1,3,7,14
Hair/APDO,Europe,Hair Dye,Balmain,Bronzer,4235444,4870760.6,53,2581503.118,14.999999999999991,30.50645897822315,0,15,4,30
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Elizabeth Arden,Lipstick,4057689,4341727.2,34,1476187.2480000001,6.999999260662904,20.780750650459936,0,7,6,15
Skin/Body,Europe,Tools,Balmain,Mascara,4267255,4907343.3,34,1668496.722,15.000001171713429,34.36557259261188,-5,15,5,40
Skin/Body,South America,Face Make-Up,Kilian,Fragrance,3998408,4598169.2,41,1885249.372,15.000000000000014,18.355567569311933,-5,15,5,40
Skin/Body,Europe,Tools,Bobbi Brown,Mascara,4823654,4968363.6,54,2682916.344,2.999999585376556,27.234888109994714,-1,3,7,14
Fragrance + Color Cosmetics,South America,Fragrance,Kilian,Fragrance,3784321,7070164.0,58,4100695.1199999996,86.8278087403262,40.0000002263031,-5,15,5,40
Fragrance + Color Cosmetics,South America,Fragrance,Elizabeth Arden,Lipstick,1879904,0.0,46,0.0,-100.0,0.0,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Lipstick,3329455,3462633.2,31,1073416.2920000001,4.0000000000000036,15.0654834062466,-3,4,5,40
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Bronzer,1597353,1709167.7,56,957133.912,6.999999373964294,21.22141965544894,0,7,6,15
Hair/APDO,Asia,Face Make-Up,Kilian,Fragrance,1088158,1251381.7,49,613177.0329999999,14.999999999999991,12.841014129867933,0,15,4,30
Fragrance + Color Cosmetics,Asia,Tools,Elizabeth Arden,Bronzer,2711738,1366609.7,57,778967.5289999999,-49.603918225138266,14.999999725598324,0,7,6,15
Skin/Body,North America,Hair Dye,Bobbi Brown,Mascara,3727544,3839370.3,46,1766110.338,2.999999463453684,26.817657378412267,-1,3,7,14
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Mascara,521253,599440.95,49,293726.06549999997,14.999999999999991,2.367638946976473,-5,15,5,40
Hair/APDO,Asia,Fragrance,Balmain,Mascara,1450162,1471274.7,40,588509.88,1.4558856182964375,30.0,0,15,4,30
Skin/Body,South America,Face Make-Up,Bobbi Brown,Mascara,622775,641458.25,37,237339.5525,3.0000000000000027,10.452126281967677,-1,3,7,14
Skin/Body,Asia,Tools,Aveda,Lipstick,2769070,3184430.5,44,1401149.42,14.999999999999991,23.38871638329297,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Bronzer,1756715,1826983.6,49,895221.964,4.0000000000000036,13.036084906188794,-3,4,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Toner,4302986,4948433.9,56,2771122.9840000006,15.000000000000014,21.148853009319833,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Kilian,Fragrance,779215,896097.25,57,510775.43249999994,14.999999999999991,5.673267458588479,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Elizabeth Arden,Toner,4233003,4529313.2,38,1721139.016,6.999999763761089,56.23699544998676,0,7,6,15
Hair/APDO,Europe,Fragrance,Aveda,Fragrance,2974653,2318936.7,50,1159468.35,-22.04345515258418,30.000000000000004,0,15,4,30
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Mascara,1032726,656238.61,60,393743.16599999997,-36.45569008623778,14.000000098135034,-1,3,7,14
Hair/APDO,North America,Fragrance,Balmain,Lipstick,3092536,3556416.4,33,1173617.412,14.999999999999991,69.99999940951797,0,15,4,30
Fragrance + Color Cosmetics,Europe,Tools,Balmain,Fragrance,3743484,1444720.5,57,823490.6849999999,-61.407060909035536,40.000000553740335,-5,15,5,40
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Toner,2496170,254057.15,57,144812.57549999998,-89.82212149012287,14.999999852395419,0,7,6,15
Fragrance + Color Cosmetics,South America,Make Up Brushes,Bobbi Brown,Lipstick,2285559,2354125.8,50,1177062.9,3.0000013125891734,35.087206372236636,-1,3,7,14
Fragrance + Color Cosmetics,Europe,Face Make-Up,Bobbi Brown,Bronzer,1356047,1388606.3,59,819277.717,2.4010450965195274,14.000000463774379,-1,3,7,14
Skin/Body,Asia,Hair Dye,Elizabeth Arden,Lipstick,1345474,1439657.2,50,719828.6,7.0000014864649795,85.00000014760458,0,7,6,15
Fragrance + Color Cosmetics,North America,Face Make-Up,Frederic Malle,Mascara,3751128,3901173.1,40,1560469.2400000002,3.9999994668270533,35.03194635251275,-3,4,5,40
Hair/APDO,Asia,Fragrance,Aveda,Bronzer,3031086,3485748.9,40,1394299.56,14.999999999999991,18.543937100477645,0,15,4,30
Hair/APDO,South America,Fragrance,Bobbi Brown,Fragrance,4257985,4385724.5,45,1973576.0250000001,2.9999988257356502,25.07534224331951,-1,3,7,14
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Lipstick,3150235,3370751.5,49,1651668.2349999999,7.000001587183169,22.699885119069066,0,7,6,15
Skin/Body,Asia,Face Make-Up,Bobbi Brown,Mascara,3446862,519639.46,54,280605.30840000004,-84.92427431095297,14.00000025864087,-1,3,7,14
Fragrance + Color Cosmetics,South America,Tools,Balmain,Lipstick,943316,1084813.4,50,542406.7,14.999999999999991,7.383648715762282,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Lipstick,3744424,3856756.7,36,1388432.412,2.9999994658724605,25.813697811560438,-1,3,7,14
Hair/APDO,Asia,Tools,Frederic Malle,Toner,3980826,997249990000.0,30,299174997000.0,25051233.316251453,100.0,-3,4,4,30
Hair/APDO,South America,Face Make-Up,Balmain,Mascara,3062605,3521995.8,53,1866657.774,15.00000163259707,15.709400227720561,0,15,4,30
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Aveda,Toner,1521469,1749689.4,48,839850.9119999999,15.000003286297648,19.820898737578837,-5,15,5,40
Hair/APDO,Europe,Face Make-Up,Bobbi Brown,Lipstick,963001,352100.85,54,190134.459,-63.43712519509326,14.000000119284003,-1,3,7,14
Fragrance + Color Cosmetics,South America,Fragrance,Balmain,Toner,739017,849869.55,32,271958.256,15.000000000000014,11.118067147329134,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Fragrance,1576941,1624249.2,36,584729.7119999999,2.9999980975826013,12.374051916130787,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Bobbi Brown,Lipstick,1889330,1946009.9,57,1109225.643,3.0000000000000027,8.163997702563726,-1,3,7,14
Hair/APDO,Asia,Tools,Aveda,Bronzer,3443295,1377997.0,37,509858.89,-59.98028051619162,29.999999564585412,0,15,4,30
Skin/Body,Asia,Make Up Brushes,Kilian,Toner,2058242,2366978.3,50,1183489.15,14.999999999999991,9.865536752952003,-5,15,5,40
Skin/Body,South America,Fragrance,Bobbi Brown,Toner,1729787,1781680.6,33,587954.5980000001,2.9999994218941506,19.470603636375085,-1,3,7,14
Fragrance + Color Cosmetics,North America,Tools,Elizabeth Arden,Lipstick,4125654,108931.92,53,57733.9176,-97.35964479813383,15.000000413102066,0,7,6,15
Skin/Body,Europe,Fragrance,Elizabeth Arden,Bronzer,1352746,0.0,32,0.0,-100.0,0.0,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Aveda,Fragrance,901067,1036227.0,45,466302.15,14.999994451023069,12.323884364302511,-5,15,5,40
Skin/Body,North America,Tools,Kilian,Fragrance,1504001,1729601.2,38,657248.456,15.000003324465872,10.119132163093408,-5,15,5,40
Skin/Body,Asia,Tools,Bobbi Brown,Bronzer,2399054,2471025.6,43,1062541.008,2.999999166338063,17.003509196866474,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Frederic Malle,Bronzer,3334837,3542775.2,58,2054809.616,6.235333241174912,30.000000321781638,-3,4,4,30
Skin/Body,South America,Make Up Brushes,Kilian,Fragrance,3270742,3761353.3,48,1805449.5839999998,14.999999999999991,17.711038145809177,-5,15,5,40
Hair/APDO,Asia,Make Up Brushes,Bobbi Brown,Bronzer,770914,794041.42,42,333497.3964,3.0000000000000027,16.77327583489558,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Hair Dye,Frederic Malle,Toner,2246688,2336555.5,52,1215008.86,3.9999991098007337,16.67203574570807,-3,4,5,40
Hair/APDO,Europe,Fragrance,Frederic Malle,Lipstick,2888229,2195592.1,58,1273443.418,-23.981370590766858,29.99999931681301,-3,4,4,30
Fragrance + Color Cosmetics,South America,Face Make-Up,Bobbi Brown,Mascara,1853324,1908923.7,30,572677.11,2.9999989208578715,86.00000003604126,-1,3,7,14
Skin/Body,South America,Face Make-Up,Aveda,Bronzer,4896720,2781376.2,53,1474129.3860000002,-43.19919864725775,40.0,-5,15,5,40
Skin/Body,North America,Fragrance,Elizabeth Arden,Lipstick,1249971,1630169.6,59,961800.064,30.416593664973025,15.000000046007484,0,7,6,15
Skin/Body,Europe,Tools,Aveda,Lipstick,1842057,0.0,59,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,Europe,Fragrance,Kilian,Fragrance,2892919,3326856.8,46,1530354.128,14.99999827164189,22.500023315951076,0,15,4,30
Skin/Body,South America,Face Make-Up,Kilian,Fragrance,3202994,3683443.1,40,1473377.2400000002,15.000000000000014,14.704045407847499,-5,15,5,40
Hair/APDO,North America,Tools,Kilian,Bronzer,4214379,4846535.9,48,2326337.2320000003,15.000001186414424,22.5702605282663,0,15,4,30
Skin/Body,North America,Tools,Bobbi Brown,Fragrance,4400379,4532390.4,45,2039575.6800000002,3.0000006817594738,36.69720949614448,-1,3,7,14
Fragrance + Color Cosmetics,North America,Fragrance,Balmain,Fragrance,4498422,2339086.2,44,1029197.9280000001,-48.00207272683621,40.0,-5,15,5,40
Skin/Body,South America,Make Up Brushes,Frederic Malle,Mascara,4908285,5104616.4,31,1582431.084,4.0000000000000036,26.122031045815948,-3,4,5,40
Skin/Body,South America,Make Up Brushes,Frederic Malle,Fragrance,3155982,3282221.3,48,1575466.224,4.000000633717171,16.796225216421426,-3,4,5,40
Skin/Body,North America,Make Up Brushes,Frederic Malle,Toner,1872070,1946952.8,44,856659.2320000001,4.0000000000000036,17.775792213316723,-3,4,5,40
Fragrance + Color Cosmetics,South America,Tools,Kilian,Mascara,4950252,5692789.8,31,1764764.838,14.999999999999991,52.52380310862438,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Balmain,Lipstick,606022,696925.3,54,376339.66200000007,15.000000000000014,59.99999982781513,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Aveda,Mascara,661445,760661.75,58,441183.81499999994,14.999999999999991,4.548838429605681,0,15,4,30
Hair/APDO,Asia,Hair Dye,Kilian,Lipstick,1010370,1161925.5,59,685536.0449999999,14.999999999999991,51.10728255975757,0,15,4,30
Hair/APDO,North America,Tools,Frederic Malle,Fragrance,708944,737301.76,50,368650.88,4.0000000000000036,7.504706543131492,-3,4,4,30
Hair/APDO,South America,Fragrance,Kilian,Bronzer,1697162,1951736.3,50,975868.15,15.000000000000014,31.312828446080577,0,15,4,30
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Lipstick,2279685,5696271.2,50,2848135.6,149.870977788598,39.9999997191145,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Bobbi Brown,Mascara,4385250,0.0,32,0.0,-100.0,0.0,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Frederic Malle,Toner,828821,861973.84,54,465465.8736,4.0000000000000036,7.299140932613322,-3,4,4,30
Skin/Body,Asia,Hair Dye,Bobbi Brown,Fragrance,568803,585867.09,36,210912.1524,3.0000000000000027,5.468950230661848,-1,3,7,14
Skin/Body,Asia,Fragrance,Kilian,Bronzer,745404,857214.6,48,411463.008,14.999999999999991,8.072100597603063,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Hair Dye,Bobbi Brown,Toner,3526394,452935.39,40,181174.15600000002,-87.15584843894358,13.999999981454309,-1,3,7,14
Fragrance + Color Cosmetics,South America,Fragrance,Kilian,Fragrance,1115863,1283242.4,37,474799.68799999997,14.999995519163178,7.260043231020062,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Kilian,Fragrance,1328791,1528109.6,47,718211.512,14.999996237181023,9.67459108577407,-5,15,5,40
Hair/APDO,South America,Face Make-Up,Aveda,Bronzer,876794,3675447.2,55,2021495.9600000002,319.19164592823404,30.000000163245446,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Elizabeth Arden,Toner,1282877,1058444.4,58,613897.7519999999,-17.494475308232982,14.999999319756457,0,7,6,15
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Fragrance,3799973,4369968.9,39,1704287.8710000003,14.999998684201188,19.86843320876298,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Fragrance,1350350,1552902.5,42,652219.0499999999,14.999999999999991,12.233010196684807,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Aveda,Bronzer,4696656,0.0,34,0.0,-100.0,0.0,-5,15,5,40
Skin/Body,Europe,Tools,Elizabeth Arden,Fragrance,3328630,3561634.1,56,1994515.0960000001,7.000000000000006,21.89895267244842,0,7,6,15
Hair/APDO,South America,Hair Dye,Frederic Malle,Fragrance,4824848,5017841.9,48,2408564.112,3.999999585479186,48.73352476713625,-3,4,4,30
Skin/Body,Europe,Make Up Brushes,Aveda,Bronzer,2172795,2498714.3,40,999485.72,15.000002301183478,37.9315936989254,-5,15,5,40
Hair/APDO,Asia,Tools,Balmain,Fragrance,2006145,2307066.8,44,1015109.3919999999,15.00000249234228,10.574226046014022,0,15,4,30
Hair/APDO,Asia,Face Make-Up,Aveda,Lipstick,2042247,2348584.0,32,751546.88,14.999997551716326,14.04478292007851,0,15,4,30
Fragrance + Color Cosmetics,North America,Hair Dye,Balmain,Fragrance,3104884,3570616.6,36,1285421.976,15.000000000000014,21.466061197420334,-5,15,5,40
Skin/Body,North America,Tools,Bobbi Brown,Toner,1288140,1729108.7,60,1037465.22,34.23297933454439,13.999999692327043,-1,3,7,14
Hair/APDO,Asia,Tools,Elizabeth Arden,Toner,2118963,874469.33,36,314808.95879999996,-58.73126005503635,15.000000008576627,0,7,6,15
Skin/Body,Europe,Hair Dye,Bobbi Brown,Lipstick,2727503,439844.54,48,211125.3792,-83.8737284615269,13.999999885414061,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Bobbi Brown,Toner,1409245,1451522.4,30,435456.72,3.000003547999097,6.898586647553639,-1,3,7,14
Hair/APDO,South America,Face Make-Up,Balmain,Lipstick,1972178,2268004.7,48,1088642.256,15.000000000000014,10.116137432830358,0,15,4,30
Skin/Body,Europe,Face Make-Up,Frederic Malle,Bronzer,2881486,2996745.4,48,1438437.792,3.99999861182736,26.651770123775094,-3,4,5,40
Hair/APDO,South America,Make Up Brushes,Aveda,Toner,625438,719253.7,45,323664.165,14.999999999999991,69.99999970803069,0,15,4,30
Skin/Body,Asia,Make Up Brushes,Aveda,Lipstick,2699391,3104299.7,46,1427977.8620000002,15.00000185226964,60.000000386560615,-5,15,5,40
Hair/APDO,South America,Face Make-Up,Balmain,Fragrance,4064462,4674131.3,42,1963135.146,14.999999999999991,20.84834948088689,0,15,4,30
Fragrance + Color Cosmetics,North America,Hair Dye,Elizabeth Arden,Fragrance,717770,768013.9,51,391687.08900000004,7.000000000000006,22.17252414023076,0,7,6,15
Hair/APDO,Europe,Hair Dye,Frederic Malle,Fragrance,3202882,3330997.3,45,1498948.785,4.000000624437616,17.0747249003801,-3,4,4,30
Fragrance + Color Cosmetics,North America,Face Make-Up,Balmain,Mascara,2681913,4252503.7,37,1573426.369,58.56232845733624,40.000000188124474,-5,15,5,40
Skin/Body,Asia,Face Make-Up,Kilian,Bronzer,902980,1038427.0,54,560750.5800000001,14.999999999999991,16.06539224366507,-5,15,5,40
Skin/Body,South America,Tools,Aveda,Fragrance,1949087,2241450.1,57,1277626.557,15.00000256530365,13.53467063525852,-5,15,5,40
Skin/Body,South America,Fragrance,Bobbi Brown,Toner,4316126,4445609.8,31,1378139.038,3.000000463378494,48.58261707389344,-1,3,7,14
Hair/APDO,North America,Hair Dye,Elizabeth Arden,Bronzer,1797991,1923850.4,59,1135071.7359999998,7.000001668528921,9.939158835242107,0,7,6,15
Hair/APDO,Europe,Make Up Brushes,Aveda,Fragrance,1485132,1707901.8,31,529449.558,15.000000000000014,8.522904847234713,0,15,4,30
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Mascara,3181206,3403890.4,37,1259439.4479999999,6.999999371307619,25.579855915244327,0,7,6,15
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Elizabeth Arden,Bronzer,3232481,3458754.7,31,1072213.957,7.000000928079708,16.554591219320816,0,7,6,15
Fragrance + Color Cosmetics,North America,Make Up Brushes,Frederic Malle,Toner,3960989,4119428.6,37,1524188.582,4.000001009848808,60.000000291302534,-3,4,5,40
Hair/APDO,South America,Tools,Aveda,Lipstick,2750397,3162956.6,46,1454960.036,15.000001817919383,15.308482793058282,0,15,4,30
Skin/Body,North America,Tools,Balmain,Fragrance,1972542,6815534.0,48,3271456.32,245.52034886963114,39.99999976524216,-5,15,5,40
Skin/Body,South America,Hair Dye,Frederic Malle,Bronzer,2098099,2182023.0,37,807348.51,4.000001906487727,29.694646581158146,-3,4,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Bobbi Brown,Bronzer,4398190,1767235.1,50,883617.55,-59.81903692200655,14.00000039609898,-1,3,7,14
Fragrance + Color Cosmetics,Europe,Make Up Brushes,Aveda,Toner,3084182,3546809.3,52,1844340.836,14.999999999999991,40.17910148898592,-5,15,5,40
Hair/APDO,Europe,Hair Dye,Frederic Malle,Mascara,769160,799926.4,60,479955.83999999997,4.0000000000000036,4.100430588926449,-3,4,4,30
Skin/Body,South America,Fragrance,Kilian,Mascara,1337393,5559372.9,58,3224436.282,315.6873035824175,39.99999985609888,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Frederic Malle,Lipstick,3635812,3781244.5,35,1323435.575,4.000000550083449,59.999999682644166,-3,4,5,40
Skin/Body,Asia,Tools,Bobbi Brown,Toner,4189024,4314694.7,54,2329935.1380000003,2.999999522561825,29.690081322152643,-1,3,7,14
Hair/APDO,South America,Fragrance,Balmain,Mascara,4579441,0.0,41,0.0,-100.0,0.0,0,15,4,30
Hair/APDO,South America,Tools,Balmain,Lipstick,2067343,2377444.5,35,832105.575,15.00000241856334,22.032874399856016,0,15,4,30
Hair/APDO,North America,Fragrance,Frederic Malle,Mascara,4494528,3912106.9,58,2269022.002,-12.958448584589977,29.9999996165749,-3,4,4,30
Hair/APDO,North America,Hair Dye,Aveda,Fragrance,2088236,2401471.4,40,960588.56,14.999999999999991,70.00000058297593,0,15,4,30
Skin/Body,North America,Make Up Brushes,Balmain,Lipstick,3175480,3651802.0,33,1205094.6600000001,14.999999999999991,59.99999967139511,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Toner,3401092,3503124.8,48,1681499.9039999999,3.000001176092848,14.793329286532758,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Kilian,Toner,3388939,0.0,44,0.0,-100.0,0.0,-5,15,5,40
Skin/Body,Asia,Fragrance,Aveda,Mascara,3672382,4223239.3,34,1435901.362,14.999999999999991,59.999999715857925,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Kilian,Toner,4352256,5005094.4,51,2552598.1440000003,15.000000000000014,39.42769802390686,-5,15,5,40
Skin/Body,South America,Tools,Aveda,Mascara,3610691,4152294.6,38,1577871.948,14.99999861522352,25.073027408266874,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Elizabeth Arden,Bronzer,3075508,3290793.6,41,1349225.376,7.0000013005981465,22.161419099143835,0,7,6,15
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Fragrance,664074,1954018.0,57,1113790.26,194.2470266867849,14.00000005875074,-1,3,7,14
Hair/APDO,North America,Fragrance,Kilian,Mascara,562507,646883.05,50,323441.525,15.000000000000014,5.094049552840544,0,15,4,30
